Genus,species,Strain,FileName,Marine,Ome,Taxa,PennateCentric,PennateCentric_citekey,Rad1_um,Rad2_um,Rad3_um,Rad_ref,Rad_citekey,Flagella,Flagella_citekey,GenomeSize_mbp,GeneModels_count,Genome_ref,Genome_citekey,Database,AccessionInfo,LiveLink,Latitude,Longitude,LogLat_ref,LogLat_citekey,ColonySpecies,Colony_citekey,ColonyCitation_other,Notes
Skeletonema,menzelii,CCMP793,Skeletonema_menzelii_CCMP793-aa-trans,yes,Transcriptome,Diatom,Centric,[@re3data.orgBigelowNationalCenter2017],2.75,2.75,3,https://ncma.bigelow.org/ccmp793#.Xzwz-pNKi3I,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,16088,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Skeletonema-menzelii-CCMP793/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Skeletonema-menzelii-CCMP793/,41.57,-70.58,https://ncma.bigelow.org/ccmp793#.Xzwz-pNKi3I,[@re3data.orgBigelowNationalCenter2017],1,[@re3data.orgBigelowNationalCenter2017],https://ncma.bigelow.org/CCMP793,
Cyanobium,sp.,PCC7001,Cyanobium_sp_PCC7001-aa-gen,yes,Genome,Prokaryote,,,0.38,0.38,0.65,,[@raeCyanobacterialCarboxysomesMicrocompartments2013],no,[@raeCyanobacterialCarboxysomesMicrocompartments2013],2.83,2725,NCBI,,NCBI,GCA_000155635.1,https://www.ncbi.nlm.nih.gov/genome/13678?genome_assembly_id=175233,,,,,1,[@albrechtIdentificationCyanobacteriaEutrophic2017],https://www.frontiersin.org/article/10.3389/fmicb.2017.00923,
Prasinoderma,coloniale,CCMP1413,Prasinoderma_coloniale_CCMP1413-aa-gen,yes,Genome,Green,,,1.25,1.25,1.25,https://ncma.bigelow.org/CCMP1413?quantity=1&product-type=9,[@re3data.orgBigelowNationalCenter2017],no,,25.32,7139,JGI,,JGI,Prasinoderma coloniale CCMP1413: Praco1_ExternalModels_proteins_20200803.aa.fasta.gz,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Praco1,35.00,-70.00,https://ncma.bigelow.org/CCMP1413,[@re3data.orgBigelowNationalCenter2017],1,[@chungMarinePicophytoplankterKorea1996],https://www.koreascience.or.kr/article/JAKO199620417583096.pub?&lang=en,
Nitzschia,frigida,-,Nitzschia_frigida-dna-trans,yes,Transcriptome,Diatom,Pennate,[@kvernvikHigherSensitivityLight2020],2.25,20,20,,[@oleninaBiovolumesSizeCassesPhytoplankton2006],no,[@nanjappaDiatomFlagellarGenes2017],1,0,,[@rokittaTranscriptomeAssembliesThalassiosira2019],Rokitta 2019,N.frigida contigs.fasta,https://zenodo.org/record/3361258#.YD1Uj5NKjDI,,,,,1,[@rozanskaInfluenceEnvironmentalFactors2009a],http://www.int-res.com/abstracts/meps/v386/p43-59/,
Thalassiosira,hyalina,-,Thalassiosira_hyalina-dna-trans,yes,Transcriptome,Diatom,Centric,[@kvernvikHigherSensitivityLight2020],9.5,9.5,16,,[@oleninaBiovolumesSizeCassesPhytoplankton2006],no,[@nanjappaDiatomFlagellarGenes2017],1,0,,[@rokittaTranscriptomeAssembliesThalassiosira2019],Rokitta 2019,T.hyalina contigs.fasta,https://zenodo.org/record/3361258#.YD1Uj5NKjDI,,,,,1,[@hegsethIntrusionBloomingAtlantic2008],https://www.sciencedirect.com/science/article/pii/S0924796307002321,
Crocosphaera,watsonii,WH8501,Crocosphaera_watsonii_WH8501-aa-gen,yes,Genome,Prokaryote,,,1.5,1.5,1.5,,[@webbPhenotypicGenotypicCharacterization2009],no,[@wildeMotilityCyanobacteriaPolysaccharide2015],6.24,6302,NCBI,[@benchTwoStrainsCrocosphaera2011],NCBI,GCF_000167195.1_ASM16719v1_protein.faa,https://www.ncbi.nlm.nih.gov/genome/1130?genome_assembly_id=170600,-28.00,-48.00,,[@webbPhenotypicGenotypicCharacterization2009],1,[@fosterMeasuringCarbonN22013],https://onlinelibrary.wiley.com/doi/abs/10.1111/jpy.12057,
Crocosphaera,watsonii,WH0401,Crocosphaera_watsonii_WH0401-aa-gen,yes,Genome,Prokaryote,,,1.47,1.47,1.47,,[@webbPhenotypicGenotypicCharacterization2009],no,[@wildeMotilityCyanobacteriaPolysaccharide2015],4.55,4718,NCBI,,NCBI,GCF_001039615.1_WH0401_v1_protein.faa,https://www.ncbi.nlm.nih.gov/genome/1130?genome_assembly_id=233292,6.00,-49.00,,[@webbPhenotypicGenotypicCharacterization2009],1,[@fosterMeasuringCarbonN22013],https://onlinelibrary.wiley.com/doi/abs/10.1111/jpy.12057,
Crocosphaera,watsonii,WH0003,Crocosphaera_watsonii_WH0003-aa-gen,yes,Genome,Prokaryote,,,2.54,2.54,2.54,,[@webbPhenotypicGenotypicCharacterization2009],no,[@wildeMotilityCyanobacteriaPolysaccharide2015],5.89,5877,NCBI,[@benchTwoStrainsCrocosphaera2011],NCBI,GCA_000235665.2 ASM23566v2,https://www.ncbi.nlm.nih.gov/genome/1130?genome_assembly_id=170601,22.00,-158.00,,[@webbPhenotypicGenotypicCharacterization2009],1,[@fosterMeasuringCarbonN22013],https://onlinelibrary.wiley.com/doi/abs/10.1111/jpy.12057,
Crocosphaera,watsonii,WH0402,Crocosphaera_watsonii_WH0402-aa-gen,yes,Genome,Prokaryote,,,2.28,2.28,2.28,,[@webbPhenotypicGenotypicCharacterization2009],no,[@wildeMotilityCyanobacteriaPolysaccharide2015],5.88,5963,NCBI,,NCBI,GCA_001039635.1 WH0402_v1,https://www.ncbi.nlm.nih.gov/genome/1130?genome_assembly_id=233293,-11.00,-32.00,,[@webbPhenotypicGenotypicCharacterization2009],1,[@fosterMeasuringCarbonN22013],https://onlinelibrary.wiley.com/doi/abs/10.1111/jpy.12060,
Crocosphaera,watsonii,WH0005,Crocosphaera_watsonii_WH0005-aa-gen,yes,Genome,Prokaryote,,,2.15,2.15,2.15,,[@webbPhenotypicGenotypicCharacterization2009],no,[@wildeMotilityCyanobacteriaPolysaccharide2015],5.96,6029,NCBI,,NCBI,GCA_001050835.1 ASM105083v1,https://www.ncbi.nlm.nih.gov/genome/1130?genome_assembly_id=234839,21.00,-157.00,,[@webbPhenotypicGenotypicCharacterization2009],1,[@fosterMeasuringCarbonN22013],https://onlinelibrary.wiley.com/doi/abs/10.1111/jpy.12061,
Crocosphaera,subtropica,ATCC51142,Crocosphaera_subtropica_ATCC51142-aa-gen,yes,Genome,Prokaryote,,,2.25,2.25,2.25,,[@beerPhotosynthesisMarineEnvironment2014],no,[@wildeMotilityCyanobacteriaPolysaccharide2015],5.46,5063,,[@welshGenomeCyanothece511422008],NCBI,"GCA_000017845.1 ASM1784v1 scaffolds: 6 contigs: 6 N50: 4,934,271 L50: 1",https://www.ncbi.nlm.nih.gov/genome/?term=txid43989[Organism:noexp],27.78,-97.11,https://www.atcc.org/products/51142,,1,[@maresTaxonomicResolutionGenus2019],https://onlinelibrary.wiley.com/doi/abs/10.1111/jpy.12853,
Fragilariopsis,kerguelensis,L2_C3,Fragilariopsis_kerguelensis_L2_C3-aa-trans,yes,Transcriptome,Diatom,Pennate,[@klosterMorphometryDiatomFragilariopsis2018],3.9,3.9,15.365,,[@corteseMorphometricVariabilityDiatom2007],no,[@nanjappaDiatomFlagellarGenes2017],1,61393,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Fragilariopsis-kerguelensis-L2_C3.pep,ftp://ftp.imicrobe.us/camera/combined_assemblies/,,,,,1,[@cefarelliDiversityDiatomGenus2010],https://doi.org/10.1007/s00300-010-0794-z,
Pseudo-nitzschia,fradulenta,WWA7,Pseudo-nitzschia_fradulenta_WWA7-aa-trans,yes,Transcriptome,Diatom,Pennate,[@orlovaToxicityMorphologyDistribution2008],3,3,57.25,,[@cusackOccurrenceSpeciesGenus2004],no,[@nanjappaDiatomFlagellarGenes2017],1,51324,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Pseudo_nitzschia-fradulenta-WWA7.pep,ftp://ftp.imicrobe.us/camera/combined_assemblies/,,,,,1,[@rinesThinLayersCamouflage2002],https://digitalcommons.uri.edu/cgi/viewcontent.cgi?article=1346&context=gsofacpubs,
Pseudo-nitzschia,australis,10249_10_AB,Pseudo-nitzschia_australis_10249_10_AB-aa-trans,yes,Transcriptome,Diatom,Pennate,[@orlovaToxicityMorphologyDistribution2008],3.325,3.325,51.5,,[@cusackOccurrenceSpeciesGenus2004],no,[@nanjappaDiatomFlagellarGenes2017],1,21468,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Pseudo_nitzschia-australis-10249_10_AB.pep,ftp://ftp.imicrobe.us/camera/combined_assemblies/,,,,,1,[@hernandez-becerrilSpeciesPlanktonicDiatom1998],https://doi.org/10.1023/A:1003471828302,Another article: https://www.tandfonline.com/doi/pdf/10.2216/11-37.1?needAccess=true
Thalassiothrix,antarctica,L6_D1,Thalassiothrix_antarctica_L6_D1-aa-trans,yes,Transcriptome,Diatom,Pennate,[@shetyeDiatomDistributionEnderby2021],2.75,2.75,680,,[@hasleMARINEPLANKTONICDIATOMS1987],no,[@nanjappaDiatomFlagellarGenes2017],1,26469,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Thalassiothrix-antarctica-L6_D1.pep,ftp://ftp.imicrobe.us/camera/combined_assemblies/,,,,,1,[@hasleMARINEPLANKTONICDIATOM2001],https://doi.org/10.1080/0269249X.2001.9705509,
Skeletonema,marinoi,SkelA,Skeletonema_marinoi_SkelA-aa-trans,yes,Transcriptome,Diatom,Centric,[@johanssonFriendsBenefitsExploring2019],3.95,3.95,5.975,,[@boMorphologicalDescriptionGenus2013],no,[@boMorphologicalDescriptionGenus2013],1,21103,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Skeletonema-marinoi-SkelA.pep,ftp://ftp.imicrobe.us/camera/combined_assemblies/,,,,,1,[@amatoGrazerinducedTranscriptomicMetabolomic2018],https://www.nature.com/articles/s41396-018-0094-0,
Skeletonema,dohrnii,SkelB,Skeletonema_dohrnii_SkelB-aa-trans,yes,Transcriptome,Diatom,Centric,[@re3data.orgBigelowNationalCenter2017],2.25,2.25,16,,[@jungMorphologicalCharacteristicsFour2009],no,[@jungMorphologicalCharacteristicsFour2009],1,23719,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Skeletonema-dohrnii-SkelB.pep,ftp://ftp.imicrobe.us/camera/combined_assemblies/,,,,,1,[@chengMorphologicalVariabilityGenetic2008],https://www.sciencedirect.com/science/article/pii/S1002007108002414,
Symbiodinium,microadriaticum,CCMP2467,Symbiodinium_microadriaticum_CCMP2467-aa-gen,yes,Genome,Symbiodinium,,,4.25,4.25,4.25,https://ncma.bigelow.org/ccmp2467#.Xnu7i9NKhQI,[@re3data.orgBigelowNationalCenter2017],yes,[@biquandAcceptableSymbiontCell2017],808.23,43403,,[@arandaGenomesCoralDinoflagellate2016],JGI,Symbiodinium microadriaticum CCMP2467,https://mycocosm.jgi.doe.gov/Symmic1/Symmic1.home.html,29.00,34.75,https://ncma.bigelow.org/ccmp2467#.Xnu7i9NKhQI,[@re3data.orgBigelowNationalCenter2017],,,,
(Symbiodinium) Fugacium,kawagutii,-,Symbiodinium_kawagutii-aa-gen,yes,Genome,Symbiodinium,,,4.25,4.25,4.25,https://ncma.bigelow.org/ccmp2468#.XoOz39NKg6V,[@re3data.orgBigelowNationalCenter2017],yes,[@royPhytoplanktonPigmentsCharacterization2011],1180,36850,,[@linSymbiodiniumKawagutiiGenome2015],MALAB,Sequences: proteins,http://web.malab.cn/symka_new/download.jsp,,,,,,,,
Symbiodinium,tridacnidorum,-,Symbiodinium_tridacnidorum-aa-gen,yes,Genome,Symbiodinium,,,4.55,4.55,5.55,,[@ leeSymbiodiniumTridacnidorumSp2015],yes,[@leeSymbiodiniumTridacnidorumSp2015],766.6,69018,,[@shoguchiDraftAssemblySymbiodinium2013],MGU,symA3_37.fasta.gz,https://marinegenomics.oist.jp/symb/viewer/download?project_id=37,,,,,,,,
Symbiodinium,tridacnidorum,-,Symbiodinium_tridacnidorum-dna-trans,yes,Transcriptome,Symbiodinium,,,4.55,4.55,5.55,,[@ leeSymbiodiniumTridacnidorumSp2015],yes,[@leeSymbiodiniumTridacnidorumSp2015],1,0,,[@shoguchiDraftAssemblySymbiodinium2013],MGU,syma_transcriptome_37.fasta.gz,https://marinegenomics.oist.jp/symb/viewer/download?project_id=37,,,,,,,,
Ostreococcus,lucimarinus,CCE9901,Ostreococcus_lucimarinus_CCE9901-aa-gen,yes,Genome,Green,,,0.5,0.5,1.25,https://ncma.bigelow.org/ccmp2972#.Xn1NitNKhQI,[@re3data.orgBigelowNationalCenter2017],no,[@palenikTinyEukaryoteOstreococcus2007],13.2,7651,,[@palenikTinyEukaryoteOstreococcus2007],JGI,1077109,https://genome.jgi.doe.gov/portal/Ostnus_FD/Ostnus_FD.info.html,32.90,-117.26,,[@palenikTinyEukaryoteOstreococcus2007],0,[@vaulotRoscoffCultureCollection2004],https://roscoff-culture-collection.org/rcc-strain-details/7278,
Ostreococcus,lucimarinus,CCE9901,Ostreococcus_lucimarinus_CCE9901-dna-trans,yes,Transcriptome,Green,,,0.5,0.5,1.25,https://ncma.bigelow.org/ccmp2972#.Xn1NitNKhQI,[@re3data.orgBigelowNationalCenter2017],no,[@palenikTinyEukaryoteOstreococcus2007],1,0,,[@palenikTinyEukaryoteOstreococcus2007],JGI,1077109,https://genome.jgi.doe.gov/portal/Ostnus_FD/Ostnus_FD.info.html,32.90,-117.26,,[@palenikTinyEukaryoteOstreococcus2007],0,[@vaulotRoscoffCultureCollection2004],https://roscoff-culture-collection.org/rcc-strain-details/7279,
Ostreococcus,sp.,RCC809,Ostreococcus_sp_RCC809-aa-gen,yes,Genome,Green,,,1,1,1,http://roscoff-culture-collection.org/rcc-strain-details/809,[@vaulotRoscoffCultureCollection2004],no,[@palenikTinyEukaryoteOstreococcus2007],13.3,7492,,,JGI,16233,https://mycocosm.jgi.doe.gov/OstRCC809_2/OstRCC809_2.home.html,21.03,-31.13,http://roscoff-culture-collection.org/rcc-strain-details/809,[@vaulotRoscoffCultureCollection2004],0,[@vaulotRoscoffCultureCollection2004],https://roscoff-culture-collection.org/rcc-strain-details/6888,
Ostreococcus,sp.,RCC809,Ostreococcus_sp_RCC809-dna-trans,yes,Transcriptome,Green,,,1,1,1,http://roscoff-culture-collection.org/rcc-strain-details/809,[@vaulotRoscoffCultureCollection2004],no,[@palenikTinyEukaryoteOstreococcus2007],1,0,,,JGI,16233,https://mycocosm.jgi.doe.gov/OstRCC809_2/OstRCC809_2.home.html,21.03,-31.13,http://roscoff-culture-collection.org/rcc-strain-details/809,[@vaulotRoscoffCultureCollection2004],0,[@vaulotRoscoffCultureCollection2004],https://roscoff-culture-collection.org/rcc-strain-details/6888,
Micromonas,commoda,RCC299,Micromonas_commoda_RCC299-aa-gen,yes,Genome,Green,,,1,1,1,http://roscoff-culture-collection.org/rcc-strain-details/299,[@vaulotRoscoffCultureCollection2004],yes,[@vanbarenEvidencebasedGreenAlgal2016],21.109,10137,,[@wordenGreenEvolutionDynamic2009],NCBI,GCA_000090985.2,https://bioinformatics.psb.ugent.be/plaza/versions/pico-plaza/download,-22.33,166.33,http://roscoff-culture-collection.org/rcc-strain-details/299,[@vaulotRoscoffCultureCollection2004],0,[@simonRevisionGenusMicromonas2017],https://www.sciencedirect.com/science/article/pii/S1434461017300780,
Micromonas,commoda,RCC299,Micromonas_commoda_RCC299-dna-trans,yes,Transcriptome,Green,,,1,1,1,http://roscoff-culture-collection.org/rcc-strain-details/299,[@vaulotRoscoffCultureCollection2004],yes,[@vanbarenEvidencebasedGreenAlgal2016],1,0,,[@wordenGreenEvolutionDynamic2009],NCBI,GCA_000090985.2,https://bioinformatics.psb.ugent.be/plaza/versions/pico-plaza/download,-22.33,166.33,http://roscoff-culture-collection.org/rcc-strain-details/299,[@vaulotRoscoffCultureCollection2004],0,[@simonRevisionGenusMicromonas2017],https://www.sciencedirect.com/science/article/pii/S1434461017300780,
Pavlovales,sp.,CCMP2436,Pavlovales_sp_CCMP2436-aa-gen,yes,Genome,Haptophyte,,,3.75,3.75,5,https://ncma.bigelow.org/ccmp2436#.Xn2NzNNKhQI,[@re3data.orgBigelowNationalCenter2017],yes,https://phycocosm.jgi.doe.gov/Pavlov2436_1/Pavlov2436_1.home.html,165.41,26034,,,JGI,"Pavlovales sp. CCMP2436 v1.0: Project: 1014533, Pavlov2436_1_GeneCatalog_proteins_20160817.aa.fasta.gz",https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Pavlov2436_1,76.32,-75.82,https://ncma.bigelow.org/ccmp2436#.Xzm2PpNKja0,[@re3data.orgBigelowNationalCenter2017],,,,
Pavlovales,sp.,CCMP2436,Pavlovales_sp_CCMP2436-dna-trans,yes,Transcriptome,Haptophyte,,,3.75,3.75,5,https://ncma.bigelow.org/ccmp2436#.Xn2NzNNKhQI,[@re3data.orgBigelowNationalCenter2017],yes,https://phycocosm.jgi.doe.gov/Pavlov2436_1/Pavlov2436_1.home.html,1,0,,,JGI,"Pavlovales sp. CCMP2436 v1.0: Project: 1014533, Pavlov2436_1_GeneCatalog_transcripts_20160817.nt.fasta.gz",https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Pavlov2436_1,76.32,-75.82,https://ncma.bigelow.org/ccmp2436#.Xzm2PpNKja0,[@re3data.orgBigelowNationalCenter2017],,,,
Ochromonadaceae,sp.,CCMP2298,Ochromonadaceae_sp_CCMP2298-aa-gen,yes,Genome,Chrysophyte,,,5.75,5.75,5.75,https://ncma.bigelow.org/ccmp2298#.Xn2MCdNKhQI,[@re3data.orgBigelowNationalCenter2017],yes,https://phycocosm.jgi.doe.gov/Ochro2298_1/Ochro2298_1.home.html,61.4,20195,,[@lovejoySmallPlanktonicSingle2010],JGI,Ochromonadaceae sp. CCMP2298 v1.0,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Ochro2298_1,77.00,-77.24,https://ncma.bigelow.org/ccmp2298#.Xn2MCdNKhQI,[@re3data.orgBigelowNationalCenter2017],,,,
Ochromonadaceae,sp.,CCMP2298,Ochromonadaceae_sp_CCMP2298-dna-trans,yes,Transcriptome,Chrysophyte,,,5.75,5.75,5.75,https://ncma.bigelow.org/ccmp2298#.Xn2MCdNKhQI,[@re3data.orgBigelowNationalCenter2017],yes,https://phycocosm.jgi.doe.gov/Ochro2298_1/Ochro2298_1.home.html,1,0,,[@lovejoySmallPlanktonicSingle2010],JGI,Ochromonadaceae sp. CCMP2298 v1.0,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Ochro2298_1,77.00,-77.24,https://ncma.bigelow.org/ccmp2298#.Xn2MCdNKhQI,[@re3data.orgBigelowNationalCenter2017],,,,
Pelagomonas,calceolata,CCMP1756,Pelagomonas_calceolata_CCMP1756-aa-trans,yes,Transcriptome,Pelagophyte,,,1,1,1.5,https://ncma.bigelow.org/ccmp1756#.Xn1eldNKhQI,[@re3data.orgBigelowNationalCenter2017],yes,[@heimannChapterMicroalgalClassification2015],1,19184,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Pelagomonas-calceolata-CCMP1756.pep.fa.gz,ftp://ftp.imicrobe.us/camera/combined_assemblies/,30.83,-136.83,https://ncma.bigelow.org/ccmp1756#.Xn1eldNKhQI,[@re3data.orgBigelowNationalCenter2017],0,[@wildeMotilityCyanobacteriaPolysaccharide2015],https://roscoff-culture-collection.org/rcc-strain-details/5838,
Chrysochromulina,polylepis,CCMP1757,Chrysochromulina_polylepis_CCMP1757-aa-trans,yes,Transcriptome,Haptophyte,,,2.75,2.75,3.5,https://ncma.bigelow.org/ccmp1757#.XzwFGJNKi3I,[@re3data.orgBigelowNationalCenter2017],yes,,1,0,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Chrysochromulina-polylepis-CCMP1757/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Chrysochromulina-polylepis-CCMP1757/,64.75,21.33,https://ncma.bigelow.org/ccmp1757#.XzwFGJNKi3I,[@re3data.orgBigelowNationalCenter2017],,,,
Dunaliella,tertiolecta,CCMP1320,Dunaliella_tertiolecta_CCMP1320-aa-trans,yes,Transcriptome,Green,,,3.75,3.75,3.75,https://ncma.bigelow.org/ccmp1320#.XzwGrZNKi3I,[@re3data.orgBigelowNationalCenter2017],yes,[@wangEffectsShearStress2018],1,17597,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Dunaliella-tertiolecta-CCMP1320/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Dunaliella-tertiolecta-CCMP1320/,,,,,,,,
Goniomonas,pacifica,CCMP1869,Goniomonas_pacifica_CCMP1869-aa-trans,yes,Transcriptome,Cryptophyte,,,2.5,2.5,3.75,https://ncma.bigelow.org/ccmp1869#.XzwOBpNKi3I,[@re3data.orgBigelowNationalCenter2017],yes,,1,57820,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Goniomonas-pacifica-CCMP1869/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Goniomonas-pacifica-CCMP1869/,-37.86,144.93,https://ncma.bigelow.org/ccmp1869#.XzwOBpNKi3I,[@re3data.orgBigelowNationalCenter2017],,,,
Karenia,brevis,CCMP2229,Karenia_brevis_CCMP2229-aa-trans,yes,Transcriptome,Dinoflagellate,,,11,11,12,https://ncma.bigelow.org/ccmp2229#.XzwZiZNKi3I,[@re3data.orgBigelowNationalCenter2017],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,95332,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Karenia-brevis-CCMP2229/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Karenia-brevis-CCMP2229/,27.02,-82.48,https://ncma.bigelow.org/ccmp2229#.XzwZiZNKi3I,[@re3data.orgBigelowNationalCenter2017],,[@figueroaDescriptionHostspecificityStrain2008],http://www.aquasymbio.fr/karenia-brevishttp://www.aquasymbio.fr/karenia-brevis,
Karlodinium,micrum,CCMP2283,Karlodinium_micrum_CCMP2283-aa-trans,yes,Transcriptome,Dinoflagellate,,,4.5,4.5,6.5,https://ncma.bigelow.org/ccmp2283#.XzwbFpNKi3I,[@re3data.orgBigelowNationalCenter2017],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,72309,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Karlodinium-micrum-CCMP2283/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Karlodinium-micrum-CCMP2283/,32.22,-80.74,https://ncma.bigelow.org/ccmp2283#.XzwbFpNKi3I,[@re3data.orgBigelowNationalCenter2017],,,,
Micromonas,polaris,CCMP2099,Micromonas-polaris-CCMP2099-aa-trans,yes,Transcriptome,Green,,,1,1,1.25,https://ncma.bigelow.org/ccmp2099#.XzwgZ5NKi3I,[@re3data.orgBigelowNationalCenter2017],yes,,1,10163,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Micromonas-sp-CCMP2099/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Micromonas-sp-CCMP2099/,76.28,-74.75,https://ncma.bigelow.org/ccmp2099#.XzwgZ5NKi3I,[@re3data.orgBigelowNationalCenter2017],0,[@vaulotRoscoffCultureCollection2004],https://roscoff-culture-collection.org/rcc-strain-details/5424,
Nitzschia,punctata,CCMP561,Nitzschia_punctata_CCMP561-aa-trans,yes,Transcriptome,Diatom,Pennate,[@re3data.orgBigelowNationalCenter2017],2.75,2.75,3.5,https://ncma.bigelow.org/ccmp561#.XzwiRpNKi3I,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,21173,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Nitzschia-punctata-CCMP561/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Nitzschia-punctata-CCMP561/,32.99,-117.26,https://ncma.bigelow.org/ccmp561#.XzwiRpNKi3I,[@re3data.orgBigelowNationalCenter2017],,,,
Ochromonas,sp.,CCMP1393,Ochromonas_sp_CCMP1393-aa-gen,yes,Genome,Chrysophyte,,,2.5,2.5,2.5,https://ncma.bigelow.org/ccmp1393#.Xzwj7ZNKi3I,[@re3data.orgBigelowNationalCenter2017],yes,,56.49,19713,,,JGI,"Ochromonas sp. CCMP1393 v1.4: Project: 1070490, Ochro1393_1_4_GeneCatalog_proteins_20181204.aa.fasta.gz ",https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Ochro1393_1_4,38.70,-72.37,https://ncma.bigelow.org/ccmp1393#.Xzwj7ZNKi3I,[@re3data.orgBigelowNationalCenter2017],,,,
Ochromonas,sp.,CCMP1393,Ochromonas_sp_CCMP1393-aa-trans,yes,Transcriptome,Chrysophyte,,,2.5,2.5,2.5,https://ncma.bigelow.org/ccmp1393#.Xzwj7ZNKi3I,[@re3data.orgBigelowNationalCenter2017],yes,,1,21479,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Ochromonas-sp-CCMP1393/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Ochromonas-sp-CCMP1393/,38.70,-72.37,https://ncma.bigelow.org/ccmp1393#.Xzwj7ZNKi3I,[@re3data.orgBigelowNationalCenter2017],,,,
Pavlova,sp.,CCMP459,Pavlova_sp_CCMP459-aa-trans,yes,Transcriptome,Haptophyte,,,2.25,2.25,3,https://ncma.bigelow.org/ccmp459#.XzwmIZNKi3I,[@re3data.orgBigelowNationalCenter2017],yes,,1,19266,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Pavlova-sp-CCMP459/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Pavlova-sp-CCMP459/,38.70,-72.37,https://ncma.bigelow.org/ccmp459#.XzwmIZNKi3I,[@re3data.orgBigelowNationalCenter2017],0,[@vaulotRoscoffCultureCollection2004],https://roscoff-culture-collection.org/rcc-strain-details/4497,
Pleurochrysis,carterae,CCMP645,Pleurochrysis_carterae_CCMP645-aa-trans,yes,Transcriptome,Haptophyte,,,5,5,5,https://ncma.bigelow.org/ccmp645#.Xzwn0JNKi3I,[@re3data.orgBigelowNationalCenter2017],no,,1,39174,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Pleurochrysis-carterae-CCMP645/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Pleurochrysis-carterae-CCMP645/,41.53,-70.67,https://ncma.bigelow.org/ccmp645#.Xzwn0JNKi3I,[@re3data.orgBigelowNationalCenter2017],,,,
Prorocentrum,minimum,CCMP1329,Prorocentrum_minimum_CCMP1329-aa-trans,yes,Transcriptome,Dinoflagellate,,,5.5,5.5,65.75,https://ncma.bigelow.org/ccmp1329#.XzwpZpNKi3I,[@re3data.orgBigelowNationalCenter2017],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,96684,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Prorocentrum-minimum-CCMP1329/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Prorocentrum-minimum-CCMP1329/,40.67,-73.25,https://ncma.bigelow.org/ccmp1329#.XzwpZpNKi3I,[@re3data.orgBigelowNationalCenter2017],0,[@vaulotRoscoffCultureCollection2004],https://roscoff-culture-collection.org/rcc-strain-details/4105,
